group_id	group_size	sp_in_grp	seed_ortholog_cnt	a_nosocomialis.faa	a_pittii.faa	a_pragensis.faa	ab_17978.faa	ab_19606.faa
2602	4	4	4	WP_022575421.1	WP_019767887.1	*	WP_000536986.1	WP_000536980.1
2603	4	4	4	WP_022575422.1	WP_019767886.1	*	WP_000581924.1	WP_000581924.1
2604	4	4	4	WP_022575431.1	WP_019767583.1	*	WP_000577016.1	WP_000577018.1
2605	4	4	4	WP_022575435.1	WP_002116603.1	*	WP_005135000.1	WP_001022741.1
2606	4	4	4	WP_022575454.1	WP_002116606.1	*	WP_001062700.1	WP_001062698.1
2607	4	4	4	WP_022575457.1	WP_002119626.1	WP_067670027.1	*	WP_000684184.1
2608	4	4	4	WP_022575458.1	WP_002119738.1	WP_067670029.1	*	WP_000925860.1
2609	4	4	4	WP_022575459.1	WP_002119751.1	WP_067670035.1	*	WP_000345898.1
2610	4	4	4	WP_022575460.1	WP_002119612.1	WP_067670037.1	*	WP_001983635.1
2611	4	4	4	WP_022575461.1	WP_002119730.1	WP_067670043.1	*	WP_000692365.1
2612	4	4	4	WP_022575476.1	WP_002119582.1	*	WP_001151695.1	WP_001151697.1
2613	4	4	4	WP_022575483.1	*	WP_067672428.1	WP_000913293.1	WP_000913296.1
2614	4	4	4	WP_022575484.1	*	WP_067672431.1	WP_001061313.1	WP_001061328.1
2615	4	4	4	WP_022575485.1	*	WP_067672434.1	WP_000866240.1	WP_000866237.1
2616	4	4	4	WP_022575486.1	*	WP_227509845.1	WP_000786639.1	WP_000786636.1
2617	4	4	4	WP_022575487.1	*	WP_067668105.1	WP_001257205.1	WP_001257212.1
2618	4	4	4	WP_022575503.1	WP_019767601.1	*	WP_000891208.1	WP_000891222.1
2619	4	4	4	WP_022575505.1	WP_019767603.1	*	WP_000860562.1	WP_000861111.1
2620	4	4	4	WP_022575506.1	WP_019767604.1	*	WP_001191625.1	WP_001191616.1
2621	4	4	4	WP_022575508.1	WP_019767606.1	*	WP_000105622.1	WP_000105624.1
2622	4	4	4	WP_022575509.1	WP_017398502.1	*	WP_000789247.1	WP_000789247.1
2623	4	4	4	WP_022575511.1	WP_005073626.1	*	WP_000852513.1	WP_000852513.1
2624	4	4	4	WP_022575521.1	WP_005803551.1	*	WP_000462400.1	WP_000462403.1
2625	4	4	4	WP_022575534.1	WP_019767626.1	*	WP_000873967.1	WP_000873966.1
2626	4	4	4	WP_022575535.1	WP_019767627.1	*	WP_000055764.1	WP_000055761.1
2627	4	4	4	WP_022575537.1	WP_014207075.1	*	WP_001279998.1	WP_001279997.1
2628	4	4	4	WP_022575538.1	WP_019767629.1	*	WP_000920701.1	WP_000920710.1
2629	4	4	4	WP_022575539.1	WP_019767630.1	*	WP_000932088.1	WP_000932091.1
2630	4	4	4	WP_022575543.1	WP_019767667.1	*	WP_049594821.1	WP_000527022.1
2631	4	4	4	WP_022575545.1	WP_019767669.1	*	WP_005135333.1	WP_000531130.1
2632	4	4	4	WP_022575549.1	WP_019767644.1	*	WP_000720309.1	WP_000720291.1
2633	4	4	4	WP_022575551.1	WP_002115204.1	*	WP_001139332.1	WP_001139332.1
2634	4	4	4	WP_022575559.1	WP_019767653.1	*	WP_000323813.1	WP_000323804.1
2635	4	4	4	WP_022575583.1	WP_002115692.1	*	WP_000114559.1	WP_000114563.1
2636	4	4	4	WP_022575599.1	WP_023187825.1	*	WP_001081040.1	WP_001081038.1
2637	4	4	4	WP_022575610.1	WP_019767683.1	*	WP_000632779.1	WP_000632791.1
2638	4	4	4	WP_022575613.1	WP_002120963.1	*	WP_005135159.1	WP_001026389.1
2639	4	4	4	WP_022575615.1	WP_005068940.1	*	WP_000332532.1	WP_000332533.1
2640	4	4	4	WP_022575618.1	WP_019767687.1	*	WP_001192464.1	WP_001192471.1
2641	4	4	4	WP_022575620.1	WP_019767689.1	*	WP_000880350.1	WP_000880352.1
2642	4	4	4	WP_022575627.1	WP_019767699.1	WP_227509770.1	WP_000593799.1	*
2643	4	4	4	WP_022575662.1	*	WP_067672248.1	WP_000697425.1	WP_000697424.1
2644	4	4	4	WP_022575663.1	*	WP_067672240.1	WP_001033809.1	WP_001033817.1
2645	4	4	4	WP_022575684.1	WP_016802595.1	*	WP_000129263.1	WP_000129263.1
2646	4	4	4	WP_022575692.1	WP_002116032.1	*	WP_001280165.1	WP_001280161.1
2647	4	4	4	WP_022575722.1	WP_002116459.1	*	WP_000993871.1	WP_000993876.1
2648	4	4	4	WP_022575723.1	WP_002116030.1	*	WP_000799161.1	WP_000799166.1
2649	4	4	4	WP_022575726.1	WP_002116447.1	*	WP_001095773.1	WP_001095769.1
2650	4	4	4	WP_022575736.1	*	WP_067670496.1	WP_000006938.1	WP_000006937.1
2651	4	4	4	WP_022575737.1	WP_002116441.1	*	WP_049594805.1	WP_000128722.1
2652	4	4	4	WP_022575755.1	WP_025464295.1	*	WP_000803555.1	WP_000771519.1
2653	4	4	4	WP_022575774.1	*	WP_067666313.1	WP_001054477.1	WP_001054466.1
2654	4	4	4	WP_022575783.1	WP_002115035.1	*	WP_000450961.1	WP_000450961.1
2655	4	4	4	WP_022575792.1	WP_019768003.1	*	WP_000137975.1	WP_000137994.1
2656	4	4	4	WP_022575799.1	WP_019768008.1	*	WP_049594891.1	WP_000648638.1
2657	4	4	4	WP_022575818.1	WP_005079232.1	*	WP_000091415.1	WP_000091410.1
2658	4	4	4	WP_022575854.1	WP_002115049.1	*	WP_001986386.1	WP_074162217.1
2659	4	4	4	WP_022575855.1	WP_005804128.1	*	WP_049594863.1	WP_001984552.1
2660	4	4	4	WP_022575860.1	WP_005803180.1	*	WP_000139297.1	WP_000139299.1
2661	4	4	4	WP_022575861.1	WP_005803183.1	*	WP_000146423.1	WP_000146428.1
2662	4	4	4	WP_022575863.1	WP_005803187.1	*	WP_000214718.1	WP_000214715.1
2663	4	4	4	WP_022575878.1	WP_019767923.1	*	WP_001088231.1	WP_001088233.1
2664	4	4	4	WP_022575879.1	WP_005803237.1	*	WP_000040106.1	WP_000040106.1
2665	4	4	4	WP_022575895.1	WP_019767935.1	*	WP_000206127.1	WP_000206133.1
2666	4	4	4	WP_022575896.1	WP_005302999.1	*	WP_000735804.1	WP_000735804.1
2667	4	4	4	WP_022575900.1	WP_024160760.1	WP_227509755.1	WP_223153501.1	*
2668	4	4	4	WP_022575909.1	WP_019767943.1	*	WP_001142566.1	WP_001142565.1
2669	4	4	4	WP_022575911.1	WP_017402932.1	*	WP_000572820.1	WP_000572817.1
2670	4	4	4	WP_022575921.1	WP_019767948.1	*	WP_000994371.1	WP_000994376.1
2671	4	4	4	WP_022575922.1	WP_005803324.1	WP_171254446.1	*	WP_000491374.1
2672	4	4	4	WP_022575923.1	WP_019767949.1	WP_067668505.1	*	WP_002061576.1
2673	4	4	4	WP_022575931.1	WP_019767952.1	*	WP_001131871.1	WP_001131889.1
2674	4	4	4	WP_022575934.1	WP_005803356.1	*	WP_000216417.1	WP_000216420.1
2675	4	4	4	WP_022575962.1	WP_019767452.1	*	WP_002135592.1	WP_002135592.1
2676	4	4	4	WP_022575968.1	WP_019767445.1	*	WP_000481383.1	WP_000481387.1
2677	4	4	4	WP_022575972.1	WP_019767436.1	*	WP_001018296.1	WP_001018289.1
2678	4	4	4	WP_022575974.1	WP_017387018.1	*	WP_001190943.1	WP_001190936.1
2679	4	4	4	WP_022575976.1	WP_019767433.1	*	WP_000783285.1	WP_000783288.1
2680	4	4	4	WP_022575977.1	WP_019767432.1	*	WP_001150820.1	WP_001150814.1
2681	4	4	4	WP_022575978.1	WP_019767431.1	*	WP_000679450.1	WP_000679450.1
2682	4	4	4	WP_022575985.1	WP_080564114.1	*	WP_000719504.1	WP_000719504.1
2683	4	4	4	WP_022576003.1	WP_002116981.1	*	WP_000169602.1	WP_000169602.1
2684	4	4	4	WP_022576016.1	WP_002116976.1	*	WP_025467428.1	WP_001111065.1
2685	4	4	4	WP_022576017.1	*	WP_067671769.1	WP_001287564.1	WP_001287565.1
2686	4	4	4	WP_022576018.1	WP_002116909.1	*	WP_000083600.1	WP_000083591.1
2687	4	4	4	WP_022576034.1	WP_002117395.1	*	WP_002048124.1	WP_000597385.1
2688	4	4	4	WP_022576035.1	WP_002117425.1	*	WP_001061082.1	WP_001061065.1
2689	4	4	4	WP_022576038.1	WP_002117390.1	*	WP_000114351.1	WP_000114353.1
2690	4	4	4	WP_022576043.1	WP_002117369.1	*	WP_001257159.1	WP_002135142.1
2691	4	4	4	WP_022576046.1	WP_002121989.1	*	WP_000899418.1	WP_000899418.1
2692	4	4	4	WP_022576048.1	WP_002122034.1	*	WP_001256571.1	WP_001256570.1
2693	4	4	4	WP_022576051.1	WP_005066843.1	*	WP_001019410.1	WP_001019413.1
2694	4	4	4	WP_022576054.1	WP_019767387.1	WP_067669963.1	WP_000457177.1	*
2695	4	4	4	WP_022576060.1	WP_005066815.1	*	WP_000900285.1	WP_000900282.1
2696	4	4	4	WP_022576102.1	WP_002119201.1	*	WP_001016890.1	WP_001016896.1
2697	4	4	4	WP_022576103.1	WP_002119143.1	*	WP_000571159.1	WP_000593445.1
2698	4	4	4	WP_022576126.1	WP_002119225.1	*	WP_000555686.1	WP_000555687.1
2699	4	4	4	WP_022576136.1	*	WP_067671970.1	WP_000747869.1	WP_000747864.1
2700	4	4	4	WP_025465730.1	WP_002114331.1	*	WP_000983539.1	WP_000983539.1
2701	4	4	4	WP_025467801.1	WP_002114550.1	*	WP_005135379.1	WP_000535301.1
2702	4	4	4	WP_031224761.1	WP_002113766.1	*	WP_000770283.1	WP_000770275.1
2703	4	4	4	WP_031224889.1	WP_019767850.1	*	WP_025470168.1	WP_002134457.1
2704	4	4	4	WP_031224964.1	WP_005802684.1	*	WP_001026231.1	WP_001026227.1
2705	4	4	4	WP_031225149.1	WP_019767888.1	*	WP_000931127.1	WP_000947656.1
2706	4	4	4	WP_031225175.1	WP_019767657.1	*	WP_000632988.1	WP_000632985.1
2707	4	4	4	WP_031225191.1	WP_019767685.1	*	WP_005135157.1	WP_001983712.1
2708	4	4	4	WP_031225261.1	WP_025464193.1	*	WP_000187160.1	WP_000187153.1
2709	4	4	4	WP_031225361.1	WP_005803335.1	*	WP_000843791.1	WP_000843792.1
2710	4	4	4	WP_031225385.1	WP_002117028.1	*	WP_000712907.1	WP_000712902.1
2711	4	4	4	WP_031945671.1	WP_031944134.1	*	WP_005135219.1	WP_001983797.1
2712	4	4	4	WP_031945700.1	WP_031946038.1	*	WP_005135025.1	WP_001983648.1
2713	4	4	4	WP_031945722.1	WP_005067193.1	*	WP_000691034.1	WP_000691034.1
2714	4	4	4	WP_031945723.1	WP_031945626.1	*	WP_031978803.1	WP_005143404.1
2715	4	4	4	WP_079377098.1	WP_016802562.1	*	WP_000490937.1	WP_000490937.1
2716	4	4	4	WP_079377474.1	WP_002116818.1	*	WP_085943434.1	WP_085940424.1
2717	4	4	4	WP_079378129.1	WP_014206320.1	*	WP_001987220.1	WP_001984095.1
2718	4	4	4	WP_079378143.1	WP_078210280.1	*	WP_002017921.1	WP_002017921.1
2719	4	4	4	WP_080630787.1	WP_005804777.1	*	WP_002023245.1	WP_001984993.1
2720	4	4	4	WP_080660813.1	WP_080564133.1	*	WP_109104914.1	WP_100244294.1
2721	4	4	4	WP_080660820.1	WP_016803302.1	*	WP_125519465.1	WP_085941292.1
2722	4	4	4	WP_080660833.1	*	WP_067668295.1	WP_176326757.1	WP_100223335.1
2723	4	4	4	WP_080660834.1	WP_005802520.1	*	WP_071543225.1	WP_001007559.1
2724	4	4	4	WP_080660835.1	WP_016803288.1	*	WP_086221422.1	WP_100223331.1
2725	4	4	4	WP_080660836.1	WP_019767837.1	*	WP_000651495.1	WP_001983969.1
2726	4	4	4	WP_080660849.1	WP_078210397.1	*	WP_104159522.1	WP_001983896.1
2727	4	4	4	WP_080660854.1	WP_019767870.1	*	WP_049081181.1	WP_086241995.1
2728	4	4	4	WP_080660882.1	WP_078210468.1	*	WP_104159449.1	WP_094081303.1
2729	4	4	4	WP_080660886.1	WP_080564127.1	*	WP_109104884.1	WP_001983652.1
2730	4	4	4	WP_080660912.1	WP_078210267.1	*	WP_000993051.1	WP_000993045.1
2731	4	4	4	WP_080660937.1	WP_002114916.1	*	WP_000724607.1	WP_000724603.1
2732	4	4	4	WP_080660949.1	WP_023187685.1	*	WP_086240237.1	WP_100223353.1
2733	4	4	4	WP_080660954.1	*	WP_067669417.1	WP_125519498.1	WP_002134753.1
2734	4	4	4	WP_137371605.1	*	WP_264753352.1	WP_136057816.1	WP_000251994.1
2735	4	4	4	WP_137371607.1	WP_016803369.1	*	WP_000479323.1	WP_000479325.1
2736	4	4	4	WP_137371609.1	WP_023187780.1	*	WP_079454674.1	WP_169740239.1
2737	4	4	4	WP_140159457.1	WP_002118409.1	*	WP_005134903.1	WP_005143806.1
2738	4	4	4	WP_151277154.1	WP_002113722.1	WP_067672171.1	WP_188146221.1	*
2739	4	4	4	WP_152514578.1	WP_148728131.1	*	WP_005134999.1	WP_001983622.1
2740	4	4	4	WP_170318172.1	WP_171056990.1	*	WP_170825902.1	WP_169518027.1
2741	4	4	4	WP_171068725.1	WP_170248859.1	*	WP_075874782.1	WP_075874782.1
2742	4	4	4	WP_201766490.1	WP_197697249.1	*	WP_197540980.1	WP_000619320.1
2743	4	4	4	WP_201766491.1	WP_044118984.1	WP_067669415.1	*	WP_002134755.1
2744	4	4	4	WP_213075564.1	WP_068544901.1	*	WP_001154530.1	WP_001154496.1
2745	4	3	4	*	WP_000277438.1	*	WP_000277431.1	WP_000277448.1,WP_000277454.1
2746	4	3	4	*	WP_000433912.1	*	WP_000433902.1	WP_000433907.1,WP_000433918.1
2747	4	4	4	*	WP_000447196.1	WP_067672642.1	WP_000447196.1	WP_000447196.1
2748	4	4	4	*	WP_000480874.1	WP_067670622.1	WP_000480875.1	WP_001219640.1
2749	4	2	4	*	WP_000743263.1,WP_001043693.1	*	WP_000742756.1,WP_000743271.1	*
2750	4	4	4	*	WP_000790978.1	WP_067669894.1	WP_000790977.1	WP_000845021.1
2751	4	3	4	*	WP_000941154.1	WP_067667073.1,WP_067667206.1	WP_000557642.1	*
2752	4	3	4	*	WP_001171605.1	*	WP_000190203.1	WP_000135934.1,WP_001171606.1
2753	4	3	4	*	WP_001984397.1	*	WP_000749906.1	WP_000749909.1,WP_001984397.1
2754	4	4	4	*	WP_002113857.1	WP_067667254.1	WP_001071707.1	WP_001071703.1
2755	4	4	4	*	WP_002114328.1	WP_067667670.1	WP_000229914.1	WP_000229914.1
2756	4	4	4	*	WP_002114329.1	WP_067667661.1	WP_000129863.1	WP_000129619.1
2757	4	4	4	*	WP_002114334.1	WP_067667649.1	WP_000399244.1	WP_000399236.1
2758	4	4	4	*	WP_002114337.1	WP_067667666.1	WP_000146923.1	WP_000146915.1
2759	4	4	4	*	WP_002114391.1	WP_067667668.1	WP_000587904.1	WP_000587905.1
2760	4	4	4	*	WP_002114453.1	WP_067667663.1	WP_001017572.1	WP_001017583.1
2761	4	4	4	*	WP_002114470.1	WP_081406783.1	WP_000245150.1	WP_000245151.1
2762	4	4	4	*	WP_002114504.1	WP_067667659.1	WP_000448949.1	WP_000448951.1
2763	4	3	4	*	WP_002118515.1	*	WP_000200755.1,WP_001032910.1	WP_001039969.1
2764	4	4	4	*	WP_002118744.1	WP_067667092.1	WP_000160885.1	WP_000160875.1
2765	4	3	4	*	WP_002120468.1	*	WP_000102084.1,WP_001088670.1	WP_001088666.1
2766	4	3	4	*	WP_002120471.1	*	WP_000729376.1	WP_000212562.1,WP_000729387.1
2767	4	3	4	*	WP_002121526.1,WP_006581951.1	*	WP_000679992.1	WP_000679991.1
2768	4	3	4	*	WP_002121543.1	*	WP_000094261.1	WP_000094278.1,WP_002055478.1
2769	4	4	4	*	WP_002121611.1	WP_004890115.1	WP_001229156.1	WP_001229158.1
2770	4	3	4	*	WP_002121623.1	*	WP_000046542.1	WP_000046539.1,WP_000046573.1
2771	4	4	4	*	WP_016802626.1	WP_067665159.1	WP_049594871.1	WP_001266010.1
2772	4	4	4	*	WP_019767742.1	WP_067665167.1	WP_000029961.1	WP_000029959.1
2773	4	4	4	*	WP_019767745.1	WP_067665176.1	WP_001165788.1	WP_001165791.1
2774	4	4	4	*	WP_019767763.1	WP_067671500.1	WP_005135204.1	WP_000534578.1
2775	4	4	4	*	WP_023187672.1	WP_067668220.1	WP_000917361.1	WP_000917354.1
2776	4	3	4	*	WP_023187932.1	*	WP_000105766.1	WP_000212391.1,WP_000829424.1
2777	4	3	4	*	WP_023187934.1	*	WP_000647824.1	WP_000647822.1,WP_000647826.1
2778	4	3	4	*	WP_023187953.1	*	WP_001130838.1	WP_001130838.1,WP_002135133.1
2779	4	4	4	*	WP_050595111.1	WP_067671423.1	WP_000571899.1	WP_000258666.1
2780	4	3	4	*	WP_075400723.1	WP_016654406.1,WP_081406814.1	WP_000553831.1	*
2781	4	3	4	*	*	WP_067666533.1	WP_000102847.1,WP_001194329.1	WP_001194329.1
2782	4	3	4	*	*	WP_067666537.1	WP_000992310.1	WP_000992314.1,WP_001277127.1
2783	4	3	4	*	*	WP_067670607.1	WP_001019948.1,WP_001027817.1	WP_001019945.1
2784	4	3	4	*	*	WP_067671805.1	WP_001003656.1	WP_001003656.1,WP_002134917.1
2785	3	3	3	WP_000044007.1	WP_002113743.1	*	*	WP_000044010.1
2786	3	3	3	WP_000177080.1	*	*	WP_000177080.1	WP_000177084.1
2787	3	3	3	WP_000615330.1	*	*	WP_000615329.1	WP_000615330.1
2788	3	3	3	WP_000837439.1	WP_005803099.1	*	*	WP_000837436.1
2789	3	3	3	WP_000864073.1	*	*	WP_000864076.1	WP_000864073.1
2790	3	3	3	WP_000996083.1	WP_000996082.1	*	*	WP_000996083.1
2791	3	3	3	WP_001982218.1	WP_001982218.1	*	*	WP_001982218.1
2792	3	3	3	WP_001984007.1	WP_079377698.1	*	*	WP_001984007.1
2793	3	3	3	WP_002047997.1	WP_023187671.1	*	*	WP_000721818.1
2794	3	3	3	WP_002048490.1	*	*	WP_005134882.1	WP_001022407.1
2795	3	3	3	WP_002048545.1	*	*	WP_001140942.1	WP_001140931.1
2796	3	3	3	WP_002049945.1	WP_002113703.1	*	*	WP_001127339.1
2797	3	3	3	WP_002049970.1	WP_002113640.1	*	*	WP_001031358.1
2798	3	3	3	WP_002052187.1	*	*	WP_001215540.1	WP_001243392.1
2799	3	3	3	WP_002052706.1	*	*	WP_000528180.1	WP_000528175.1
2800	3	3	3	WP_002053477.1	WP_019768035.1	*	WP_000202655.1	*
2801	3	3	3	WP_002054486.1	WP_017387211.1	*	WP_001127331.1	*
2802	3	3	3	WP_004705831.1	WP_002116175.1	WP_058952279.1	*	*
2803	3	3	3	WP_004710769.1	WP_019768047.1	*	WP_001000882.1	*
2804	3	3	3	WP_004711094.1	*	*	WP_000446790.1	WP_000446781.1
2805	3	3	3	WP_004885462.1	*	*	WP_001003054.1	WP_001003055.1
2806	3	3	3	WP_004886079.1	WP_023187673.1	*	*	WP_001984294.1
2807	3	2	3	WP_004886614.1,WP_022575338.1	WP_002115662.1	*	*	*
2808	3	3	3	WP_004887353.1	WP_019767826.1	*	WP_000367435.1	*
2809	3	3	3	WP_004887355.1	WP_002113521.1	*	WP_000183704.1	*
2810	3	3	3	WP_004887720.1	WP_016803125.1	*	*	WP_000850357.1
2811	3	3	3	WP_004888026.1	*	*	WP_001060743.1	WP_001060740.1
2812	3	3	3	WP_005123164.1	*	*	WP_000069673.1	WP_000069680.1
2813	3	3	3	WP_005130764.1	WP_019767437.1	*	WP_049594796.1	*
2814	3	3	3	WP_009498825.1	WP_005076852.1	*	WP_000927323.1	*
2815	3	3	3	WP_009501077.1	WP_002114354.1	*	*	WP_000977188.1
2816	3	3	3	WP_016805599.1	WP_002113876.1	*	*	WP_001136791.1
2817	3	3	3	WP_017393606.1	*	*	WP_001000629.1	WP_001000624.1
2818	3	3	3	WP_020992184.1	*	*	WP_000091890.1	WP_000091887.1
2819	3	3	3	WP_022574328.1	*	*	WP_000697209.1	WP_000697210.1
2820	3	3	3	WP_022574368.1	*	*	WP_000256268.1	WP_000256265.1
2821	3	3	3	WP_022574369.1	*	*	WP_000191717.1	WP_000191725.1
2822	3	3	3	WP_022574370.1	*	*	WP_000369410.1	WP_000369415.1
2823	3	3	3	WP_022574371.1	*	*	WP_001279798.1	WP_001286027.1
2824	3	3	3	WP_022574424.1	*	*	WP_000351947.1	WP_001022500.1
2825	3	3	3	WP_022574428.1	*	*	WP_000477543.1	WP_000477544.1
2826	3	3	3	WP_022574430.1	*	*	WP_000155962.1	WP_000155956.1
2827	3	3	3	WP_022574435.1	WP_023187879.1	*	*	WP_000956370.1
2828	3	3	3	WP_022574436.1	WP_005802541.1	*	*	WP_002134361.1
2829	3	3	3	WP_022574439.1	*	*	WP_000995636.1	WP_000995631.1
2830	3	3	3	WP_022574440.1	*	*	WP_000126041.1	WP_000126040.1
2831	3	3	3	WP_022574455.1	*	*	WP_001011893.1	WP_001011878.1
2832	3	3	3	WP_022574457.1	*	*	WP_001101634.1	WP_001101643.1
2833	3	3	3	WP_022574463.1	*	*	WP_001244444.1	WP_001244455.1
2834	3	3	3	WP_022574472.1	*	WP_067667520.1	WP_005135226.1	*
2835	3	3	3	WP_022574493.1	*	*	WP_000651611.1	WP_000789095.1
2836	3	2	3	WP_022574505.1,WP_022574513.1	*	WP_067670504.1	*	*
2837	3	2	3	WP_022574507.1,WP_022574515.1	*	WP_067671919.1	*	*
2838	3	3	3	WP_022574544.1	WP_005802202.1	*	*	WP_000794351.1
2839	3	3	3	WP_022574546.1	WP_002113594.1	*	*	WP_000821732.1
2840	3	3	3	WP_022574548.1	WP_005802207.1	*	*	WP_000632250.1
2841	3	3	3	WP_022574549.1	WP_002113758.1	*	*	WP_000032771.1
2842	3	3	3	WP_022574553.1	WP_002113586.1	*	*	WP_000134716.1
2843	3	3	3	WP_022574554.1	WP_002113690.1	*	*	WP_000195110.1
2844	3	3	3	WP_022574555.1	WP_002113742.1	*	*	WP_000548477.1
2845	3	3	3	WP_022574557.1	WP_002113913.1	*	*	WP_031945368.1
2846	3	3	3	WP_022574573.1	WP_002113705.1	*	*	WP_000204401.1
2847	3	3	3	WP_022574590.1	*	*	WP_001167096.1	WP_001167095.1
2848	3	3	3	WP_022574591.1	*	*	WP_000011846.1	WP_000011855.1
2849	3	3	3	WP_022574593.1	*	*	WP_000096316.1	WP_000096307.1
2850	3	3	3	WP_022574594.1	*	*	WP_001249623.1	WP_001249641.1
2851	3	3	3	WP_022574685.1	*	*	WP_000738467.1	WP_000738483.1
2852	3	3	3	WP_022574727.1	WP_017481381.1	WP_067667328.1	*	*
2853	3	3	3	WP_022574728.1	WP_017481382.1	WP_067667326.1	*	*
2854	3	3	3	WP_022574729.1	WP_000049450.1	WP_067667324.1	*	*
2855	3	3	3	WP_022574730.1	WP_017481383.1	WP_067667322.1	*	*
2856	3	3	3	WP_022574731.1	WP_000193471.1	WP_067667320.1	*	*
2857	3	3	3	WP_022574732.1	WP_017481384.1	WP_067667308.1	*	*
2858	3	3	3	WP_022574779.1	*	*	WP_000925261.1	WP_000925259.1
2859	3	3	3	WP_022574781.1	*	*	WP_000406273.1	WP_000406272.1
2860	3	3	3	WP_022574849.1	*	*	WP_000859581.1	WP_000859583.1
2861	3	3	3	WP_022574851.1	*	*	WP_005135433.1	WP_000415232.1
2862	3	3	3	WP_022574932.1	*	*	WP_000941175.1	WP_000941180.1
2863	3	3	3	WP_022574971.1	WP_002163180.1	WP_067665948.1	*	*
2864	3	3	3	WP_022574995.1	WP_002120567.1	*	*	WP_000592254.1
2865	3	3	3	WP_022574996.1	WP_002120578.1	*	*	WP_000721905.1
2866	3	3	3	WP_022575007.1	WP_002117506.1	WP_067667453.1	*	*
2867	3	3	3	WP_022575087.1	*	WP_067666267.1	*	WP_001151877.1
2868	3	3	3	WP_022575116.1	*	*	WP_001159745.1	WP_001159740.1
2869	3	3	3	WP_022575201.1	*	*	WP_000455817.1	WP_000455817.1
2870	3	3	3	WP_022575209.1	WP_002115565.1	WP_067668557.1	*	*
2871	3	3	3	WP_022575223.1	*	*	WP_001071474.1	WP_001071468.1
2872	3	3	3	WP_022575250.1	*	*	WP_001188105.1	WP_001188111.1
2873	3	3	3	WP_022575251.1	*	*	WP_000457360.1	WP_000457358.1
2874	3	3	3	WP_022575334.1	*	*	WP_005135293.1	WP_000157576.1
2875	3	3	3	WP_022575348.1	*	*	WP_109104826.1	WP_001189801.1
2876	3	3	3	WP_022575349.1	*	*	WP_000999162.1	WP_000999143.1
2877	3	3	3	WP_022575424.1	*	*	WP_000054914.1	WP_000054922.1
2878	3	3	3	WP_022575446.1	*	*	WP_000340888.1	WP_000340906.1
2879	3	3	3	WP_022575472.1	WP_002119662.1	WP_067666033.1	*	*
2880	3	3	3	WP_022575474.1	WP_017481817.1	WP_067670486.1	*	*
2881	3	3	3	WP_022575488.1	*	*	WP_000783724.1	WP_000783724.1
2882	3	3	3	WP_022575492.1	WP_019767596.1	WP_067671992.1	*	*
2883	3	3	3	WP_022575493.1	WP_019767597.1	WP_227509841.1	*	*
2884	3	3	3	WP_022575544.1	WP_019767668.1	WP_067665779.1	*	*
2885	3	3	3	WP_022575553.1	*	*	WP_000675115.1	WP_000675132.1
2886	3	3	3	WP_022575571.1	WP_002115231.1	WP_067670261.1	*	*
2887	3	3	3	WP_022575591.1	WP_019767673.1	*	WP_000968532.1	*
2888	3	3	3	WP_022575664.1	*	*	WP_000909272.1	WP_002134572.1
2889	3	3	3	WP_022575665.1	*	*	WP_000721908.1	WP_000760352.1
2890	3	3	3	WP_022575727.1	WP_019767472.1	WP_067670016.1	*	*
2891	3	3	3	WP_022575728.1	WP_002116282.1	WP_067670018.1	*	*
2892	3	3	3	WP_022575772.1	*	*	WP_005112120.1	WP_001984454.1
2893	3	3	3	WP_022575838.1	*	*	WP_000856574.1	WP_000856567.1
2894	3	3	3	WP_022575846.1	*	*	WP_000753297.1	WP_000753285.1
2895	3	3	3	WP_022575889.1	*	*	WP_000791863.1	WP_000791877.1
2896	3	3	3	WP_022575906.1	*	*	WP_000005239.1	WP_000005239.1
2897	3	3	3	WP_022575915.1	WP_019767946.1	*	WP_001033438.1	*
2898	3	3	3	WP_022575916.1	WP_005803303.1	*	WP_001012245.1	*
2899	3	3	3	WP_022575969.1	WP_001283765.1	*	WP_001283766.1	*
2900	3	3	3	WP_022575970.1	WP_019767443.1	*	WP_000877759.1	*
2901	3	3	3	WP_022576030.1	*	WP_067666796.1	WP_000455804.1	*
2902	3	3	3	WP_022576078.1	WP_019767364.1	*	WP_000787566.1	*
2903	3	3	3	WP_022576101.1	*	*	WP_009517991.1	WP_000797605.1
2904	3	3	3	WP_022576113.1	WP_019767342.1	*	WP_001071757.1	*
2905	3	3	3	WP_031224787.1	WP_002113795.1	*	*	WP_001015437.1
2906	3	3	3	WP_031224868.1	*	*	WP_000972441.1	WP_001984113.1
2907	3	3	3	WP_031224874.1	*	*	WP_005135450.1	WP_001984096.1
2908	3	3	3	WP_031224884.1	*	*	WP_000065199.1	WP_001984060.1
2909	3	3	3	WP_031224975.1	*	*	WP_000735018.1	WP_000735024.1
2910	3	3	3	WP_031225290.1	WP_017482379.1	*	*	WP_000650942.1
2911	3	3	3	WP_031945677.1	*	*	WP_000633305.1	WP_074162200.1
2912	3	3	3	WP_077162469.1	WP_077162469.1	WP_080632296.1	*	*
2913	3	3	3	WP_079270480.1	*	*	WP_001218091.1	WP_001218087.1
2914	3	3	3	WP_080593677.1	*	*	WP_085943490.1	WP_100223352.1
2915	3	3	3	WP_080660951.1	WP_079377704.1	*	WP_085920663.1	*
